username,first_name,last_name,email,password,role,degrees,position,doctor_license,hospital_name,phone_number,about_me,token_id,is_active,is_staff
dr_sakib_ahmed_114,Sakib,Ahmed,dr_sakib_ahmed_114@testmail.com,password123,doctor,"MBBS, MD",Professor,BMDC-224168,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000114,True,True
dr_ashik_islam_115,Ashik,Islam,dr_ashik_islam_115@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-323294,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000115,True,True
dr_fahim_alam_116,Fahim,Alam,dr_fahim_alam_116@testmail.com,password123,doctor,"MBBS, FCPS",Professor,BMDC-561918,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000116,True,True
dr_shahin_biswas_117,Shahin,Biswas,dr_shahin_biswas_117@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Professor,BMDC-815475,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000117,True,True
dr_abdur_islam_118,Abdur,Islam,dr_abdur_islam_118@testmail.com,password123,doctor,"MBBS, FCPS",Senior Consultant,BMDC-924697,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000118,True,True
dr_rakib_hossain_119,Rakib,Hossain,dr_rakib_hossain_119@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Consultant,BMDC-996599,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000119,True,True
dr_rahim_rahman_120,Rahim,Rahman,dr_rahim_rahman_120@testmail.com,password123,doctor,"MBBS, FCPS",Assistant Professor,BMDC-695069,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000120,True,True
dr_nayeem_islam_121,Nayeem,Islam,dr_nayeem_islam_121@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-326443,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000121,True,True
dr_hasan_miah_122,Hasan,Miah,dr_hasan_miah_122@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Assistant Professor,BMDC-915745,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000122,True,True
dr_mahmud_mondal_123,Mahmud,Mondal,dr_mahmud_mondal_123@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Consultant,BMDC-283695,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000123,True,True
dr_tanvir_khan_124,Tanvir,Khan,dr_tanvir_khan_124@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-402610,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000124,True,True
dr_saiful_ahmed_125,Saiful,Ahmed,dr_saiful_ahmed_125@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-203618,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000125,True,True
dr_rahim_khan_126,Rahim,Khan,dr_rahim_khan_126@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-425334,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000126,True,True
dr_ashik_kabir_127,Ashik,Kabir,dr_ashik_kabir_127@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-797494,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000127,True,True
dr_md_talukder_128,Md,Talukder,dr_md_talukder_128@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Professor,BMDC-773464,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000128,True,True
dr_nayeem_mahmud_129,Nayeem,Mahmud,dr_nayeem_mahmud_129@testmail.com,password123,doctor,"MBBS, MD",Professor,BMDC-949853,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000129,True,True
dr_saiful_sheikh_130,Saiful,Sheikh,dr_saiful_sheikh_130@testmail.com,password123,doctor,MBBS,Assistant Professor,BMDC-329060,Square Hospital Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000130,True,True
dr_fahim_haque_131,Fahim,Haque,dr_fahim_haque_131@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Consultant,BMDC-713023,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000131,True,True
dr_ashik_miah_132,Ashik,Miah,dr_ashik_miah_132@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Associate Professor,BMDC-160507,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000132,True,True
dr_karim_haque_133,Karim,Haque,dr_karim_haque_133@testmail.com,password123,doctor,"MBBS, FCPS",Consultant,BMDC-902795,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000133,True,True
dr_rafi_rahman_134,Rafi,Rahman,dr_rafi_rahman_134@testmail.com,password123,doctor,"MBBS, FCPS",Assistant Professor,BMDC-796753,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000134,True,True
dr_karim_hossain_135,Karim,Hossain,dr_karim_hossain_135@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-646634,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000135,True,True
dr_fahim_alam_136,Fahim,Alam,dr_fahim_alam_136@testmail.com,password123,doctor,"MBBS, MD",Associate Professor,BMDC-949898,Square Hospital Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000136,True,True
dr_abdur_khan_137,Abdur,Khan,dr_abdur_khan_137@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-750898,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000137,True,True
dr_fahim_mondal_138,Fahim,Mondal,dr_fahim_mondal_138@testmail.com,password123,doctor,"MBBS, FCPS",Assistant Professor,BMDC-618147,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000138,True,True
dr_ashik_sheikh_139,Ashik,Sheikh,dr_ashik_sheikh_139@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-362847,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000139,True,True
dr_rakib_khan_140,Rakib,Khan,dr_rakib_khan_140@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-235016,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000140,True,True
dr_arif_ahmed_141,Arif,Ahmed,dr_arif_ahmed_141@testmail.com,password123,doctor,"MBBS, MD",Senior Consultant,BMDC-715941,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000141,True,True
dr_nayeem_mahmud_142,Nayeem,Mahmud,dr_nayeem_mahmud_142@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-912778,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000142,True,True
dr_mahmud_haque_143,Mahmud,Haque,dr_mahmud_haque_143@testmail.com,password123,doctor,"MBBS, MD",Consultant,BMDC-629882,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000143,True,True
dr_rahim_mahmud_144,Rahim,Mahmud,dr_rahim_mahmud_144@testmail.com,password123,doctor,"MBBS, MD",Assistant Professor,BMDC-915861,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000144,True,True
dr_tanvir_jaman_145,Tanvir,Jaman,dr_tanvir_jaman_145@testmail.com,password123,doctor,MBBS,Consultant,BMDC-724093,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000145,True,True
dr_rahim_kabir_146,Rahim,Kabir,dr_rahim_kabir_146@testmail.com,password123,doctor,"MBBS, MD",Consultant,BMDC-991835,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000146,True,True
dr_rafi_mondal_147,Rafi,Mondal,dr_rafi_mondal_147@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Consultant,BMDC-920260,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000147,True,True
dr_sakib_sarker_148,Sakib,Sarker,dr_sakib_sarker_148@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Professor,BMDC-631866,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000148,True,True
dr_abdur_roy_149,Abdur,Roy,dr_abdur_roy_149@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Professor,BMDC-831798,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000149,True,True
dr_rahim_miah_150,Rahim,Miah,dr_rahim_miah_150@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-557176,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000150,True,True
dr_shahin_uddin_151,Shahin,Uddin,dr_shahin_uddin_151@testmail.com,password123,doctor,"MBBS, FCPS",Associate Professor,BMDC-657935,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000151,True,True
dr_hasan_rahman_152,Hasan,Rahman,dr_hasan_rahman_152@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Associate Professor,BMDC-617928,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000152,True,True
dr_mohammad_jaman_153,Mohammad,Jaman,dr_mohammad_jaman_153@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Consultant,BMDC-964289,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000153,True,True
dr_imran_das_154,Imran,Das,dr_imran_das_154@testmail.com,password123,doctor,"MBBS, MD",Assistant Professor,BMDC-187322,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000154,True,True
dr_nayeem_kabir_155,Nayeem,Kabir,dr_nayeem_kabir_155@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Associate Professor,BMDC-148272,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000155,True,True
dr_imran_talukder_156,Imran,Talukder,dr_imran_talukder_156@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Senior Consultant,BMDC-534790,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000156,True,True
dr_rakib_sarker_157,Rakib,Sarker,dr_rakib_sarker_157@testmail.com,password123,doctor,"MBBS, FCPS",Consultant,BMDC-526219,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000157,True,True
dr_rakib_haque_158,Rakib,Haque,dr_rakib_haque_158@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Associate Professor,BMDC-532671,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000158,True,True
dr_karim_roy_159,Karim,Roy,dr_karim_roy_159@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-456534,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000159,True,True
dr_fahim_mondal_160,Fahim,Mondal,dr_fahim_mondal_160@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-910347,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000160,True,True
dr_ashik_rahman_161,Ashik,Rahman,dr_ashik_rahman_161@testmail.com,password123,doctor,MBBS,Assistant Professor,BMDC-210587,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000161,True,True
dr_nayeem_sheikh_162,Nayeem,Sheikh,dr_nayeem_sheikh_162@testmail.com,password123,doctor,"MBBS, FCPS",Associate Professor,BMDC-999347,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000162,True,True
dr_fahim_biswas_163,Fahim,Biswas,dr_fahim_biswas_163@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-951072,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000163,True,True
dr_md_biswas_164,Md,Biswas,dr_md_biswas_164@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-141157,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000164,True,True
dr_abdur_jaman_165,Abdur,Jaman,dr_abdur_jaman_165@testmail.com,password123,doctor,MBBS,Consultant,BMDC-498595,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000165,True,True
dr_sakib_jaman_166,Sakib,Jaman,dr_sakib_jaman_166@testmail.com,password123,doctor,"MBBS, FCPS",Consultant,BMDC-400087,Kurmitola General Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000166,True,True
dr_nayeem_das_167,Nayeem,Das,dr_nayeem_das_167@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Associate Professor,BMDC-667813,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000167,True,True
dr_karim_khan_168,Karim,Khan,dr_karim_khan_168@testmail.com,password123,doctor,"MBBS, FCPS",Professor,BMDC-369103,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000168,True,True
dr_abdul_ahmed_169,Abdul,Ahmed,dr_abdul_ahmed_169@testmail.com,password123,doctor,"MBBS, FCPS",Associate Professor,BMDC-655936,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000169,True,True
dr_sajid_khan_170,Sajid,Khan,dr_sajid_khan_170@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Professor,BMDC-282190,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000170,True,True
dr_mohammad_uddin_171,Mohammad,Uddin,dr_mohammad_uddin_171@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Associate Professor,BMDC-644229,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000171,True,True
dr_abdur_das_172,Abdur,Das,dr_abdur_das_172@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-452072,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000172,True,True
dr_imran_alam_173,Imran,Alam,dr_imran_alam_173@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-800846,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000173,True,True
dr_md_uddin_174,Md,Uddin,dr_md_uddin_174@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-459540,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000174,True,True
dr_mohammad_jaman_175,Mohammad,Jaman,dr_mohammad_jaman_175@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Associate Professor,BMDC-422919,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000175,True,True
dr_karim_mahmud_176,Karim,Mahmud,dr_karim_mahmud_176@testmail.com,password123,doctor,"MBBS, MD",Consultant,BMDC-144295,Square Hospital Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000176,True,True
dr_saiful_alam_177,Saiful,Alam,dr_saiful_alam_177@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Senior Consultant,BMDC-738254,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000177,True,True
dr_sajid_mahmud_178,Sajid,Mahmud,dr_sajid_mahmud_178@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-548669,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000178,True,True
dr_rahim_chowdhury_179,Rahim,Chowdhury,dr_rahim_chowdhury_179@testmail.com,password123,doctor,MBBS,Assistant Professor,BMDC-352565,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000179,True,True
dr_abdul_miah_180,Abdul,Miah,dr_abdul_miah_180@testmail.com,password123,doctor,MBBS,Associate Professor,BMDC-912617,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000180,True,True
dr_rakib_roy_181,Rakib,Roy,dr_rakib_roy_181@testmail.com,password123,doctor,"MBBS, MD",Professor,BMDC-306019,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000181,True,True
dr_karim_hossain_182,Karim,Hossain,dr_karim_hossain_182@testmail.com,password123,doctor,"MBBS, MD",Assistant Professor,BMDC-178422,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000182,True,True
dr_mahmud_alam_183,Mahmud,Alam,dr_mahmud_alam_183@testmail.com,password123,doctor,MBBS,Consultant,BMDC-673489,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000183,True,True
dr_md_khan_184,Md,Khan,dr_md_khan_184@testmail.com,password123,doctor,"MBBS, FCPS",Assistant Professor,BMDC-217155,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000184,True,True
dr_abdul_talukder_185,Abdul,Talukder,dr_abdul_talukder_185@testmail.com,password123,doctor,"MBBS, FCPS (Surgery)",Senior Consultant,BMDC-519454,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000185,True,True
dr_shahin_talukder_186,Shahin,Talukder,dr_shahin_talukder_186@testmail.com,password123,doctor,"MBBS, MD",Consultant,BMDC-796117,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000186,True,True
dr_nayeem_rahman_187,Nayeem,Rahman,dr_nayeem_rahman_187@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Assistant Professor,BMDC-287687,Ibn Sina Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000187,True,True
dr_sajid_mondal_188,Sajid,Mondal,dr_sajid_mondal_188@testmail.com,password123,doctor,"MBBS, MD",Assistant Professor,BMDC-282731,Combined Military Hospital (CMH),8800000000000.0,Experienced doctor providing quality healthcare.,DR000188,True,True
dr_rakib_mahmud_189,Rakib,Mahmud,dr_rakib_mahmud_189@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Consultant,BMDC-666855,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000189,True,True
dr_saiful_talukder_190,Saiful,Talukder,dr_saiful_talukder_190@testmail.com,password123,doctor,"MBBS, FCPS",Professor,BMDC-872942,Labaid Specialized Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000190,True,True
dr_ashik_hossain_191,Ashik,Hossain,dr_ashik_hossain_191@testmail.com,password123,doctor,"MBBS, FCPS",Associate Professor,BMDC-409405,Bangabandhu Sheikh Mujib Medical University,8800000000000.0,Experienced doctor providing quality healthcare.,DR000191,True,True
dr_mahmud_sarker_192,Mahmud,Sarker,dr_mahmud_sarker_192@testmail.com,password123,doctor,"MBBS, MD",Assistant Professor,BMDC-593203,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000192,True,True
dr_rafi_khan_193,Rafi,Khan,dr_rafi_khan_193@testmail.com,password123,doctor,"MBBS, FCPS",Professor,BMDC-532168,Dhaka Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000193,True,True
dr_shahin_mondal_194,Shahin,Mondal,dr_shahin_mondal_194@testmail.com,password123,doctor,MBBS,Senior Consultant,BMDC-427423,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000194,True,True
dr_tanvir_kabir_195,Tanvir,Kabir,dr_tanvir_kabir_195@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Consultant,BMDC-332806,Square Hospital Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000195,True,True
dr_arif_mondal_196,Arif,Mondal,dr_arif_mondal_196@testmail.com,password123,doctor,"MBBS, MD",Professor,BMDC-297011,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000196,True,True
dr_ashik_islam_197,Ashik,Islam,dr_ashik_islam_197@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Consultant,BMDC-878029,Popular Diagnostic Centre Ltd,8800000000000.0,Experienced doctor providing quality healthcare.,DR000197,True,True
dr_sakib_das_198,Sakib,Das,dr_sakib_das_198@testmail.com,password123,doctor,"MBBS, FCPS",Assistant Professor,BMDC-207807,Evercare Hospital Dhaka,8800000000000.0,Experienced doctor providing quality healthcare.,DR000198,True,True
dr_sajid_roy_199,Sajid,Roy,dr_sajid_roy_199@testmail.com,password123,doctor,"MBBS, FCPS (Medicine)",Professor,BMDC-427229,United Hospital Limited,8800000000000.0,Experienced doctor providing quality healthcare.,DR000199,True,True
dr_abdul_rahman_200,Abdul,Rahman,dr_abdul_rahman_200@testmail.com,password123,doctor,"MBBS, FCPS",Professor,BMDC-750994,Sir Salimullah Medical College Hospital,8800000000000.0,Experienced doctor providing quality healthcare.,DR000200,True,True
